layerslayer		305.169		88.5651		17		5.20971
1stlayer		280.598		26.1511		15		1.74341
2ndlayer		339.12		33.87		19		1.78263
3rdlayer		272.338		28.6648		14		2.04749
4thlayer		328.862		34.6015		18		1.92231
5thlayer		312.485		15.8706		16		0.991916
6thlayer		303.428		17.8811		17		1.05183
layerslayer		305.113		87.0342		16		5.43964
1stlayer		280.598		26.1511		15		1.74341
2ndlayer		339.12		33.87		19		1.78263
3rdlayer		272.338		28.6648		14		2.04749
4thlayer		328.862		34.6015		18		1.92231
5thlayer		312.485		15.8706		16		0.991916
6thlayer		303.409		17.814		16		1.11337
layerslayer		305.113		87.0342		16		5.43964
1stlayer		280.6		25.6991		14		1.83565
2ndlayer		339.06		32.5017		18		1.80565
3rdlayer		272.332		25.3231		13		1.94793
4thlayer		328.811		32.2606		17		1.89768
5thlayer		312.497		15.3877		15		1.02585
6thlayer		303.409		17.814		16		1.11337
layerslayer		305.117		87.0327		15		5.80218
1stlayer		280.6		25.6991		14		1.83565
2ndlayer		339.06		32.5017		18		1.80565
3rdlayer		272.332		25.3231		13		1.94793
4thlayer		328.811		32.2606		17		1.89768
5thlayer		312.497		15.3877		15		1.02585
6thlayer		303.409		17.814		16		1.11337
layerslayer		305.117		87.0327		15		5.80218
1stlayer		280.6		25.6991		14		1.83565
2ndlayer		339.345		25.7342		17		1.51378
3rdlayer		272.332		25.3231		13		1.94793
4thlayer		328.732		32.048		16		2.003
5thlayer		312.497		15.3877		15		1.02585
6thlayer		303.58		14.8144		15		0.98763
layerslayer		304.854		85.6891		14		6.12065
1stlayer		281.139		23.9557		12		1.99631
2ndlayer		339.767		24.3701		16		1.52313
3rdlayer		271.99		19.5777		11		1.77979
4thlayer		329.502		29.3079		15		1.95386
5thlayer		313.812		11.796		13		0.907385
6thlayer		303.53		14.7989		14		1.05707
layerslayer		306.058		75.7891		13		5.82993
1stlayer		281.139		23.9557		12		1.99631
2ndlayer		340.219		24.019		15		1.60127
3rdlayer		271.99		19.5777		11		1.77979
4thlayer		329.502		29.3079		15		1.95386
5thlayer		313.812		11.796		13		0.907385
6thlayer		305.356		9.74152		13		0.749347
layerslayer		323.85		41.71		20		2.0855
1stlayer		309.516		28.5186		19		1.50098
2ndlayer		345.917		29.1985		21		1.39041
3rdlayer		289.893		44.3046		18		2.46137
4thlayer		353.147		33.6308		22		1.52867
5thlayer		324.915		37.4991		20		1.87496
6thlayer		329.831		42.5943		20		2.12972
alllayer		0		0		0		-nan
1stlayer		0		0		0		-nan
2ndlayer		0		0		0		-nan
3rdlayer		0		0		0		-nan
4thlayer		0		0		0		-nan
5thlayer		0		0		0		-nan
6thlayer		0		0		0		-nan
layerslayer		306.058		75.7891		13		5.82993
1stlayer		281.139		23.9557		12		1.99631
2ndlayer		340.219		24.019		15		1.60127
3rdlayer		271.99		19.5777		11		1.77979
4thlayer		329.502		29.3079		15		1.95386
5thlayer		313.812		11.796		13		0.907385
6thlayer		305.356		9.74152		13		0.749347
